#meta,#meta+m49,#meta+archivum,#meta+caput,#meta+level,#meta+language+#meta+hxlhashtag
1603:45:16:50,50,bgd.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:50,50,bgd.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:50,50,bgd.xlsx,date,,#date
1603:45:16:50,50,bgd.xlsx,validOn,,#date+valid_on
1603:45:16:50,50,bgd.xlsx,validTo,,#date+valid_to
1603:45:16:100,100,bgr.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:100,100,bgr.xlsx,admin2Name_bg,2,bg#adm2+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:100,100,bgr.xlsx,admin2RefName,,
1603:45:16:100,100,bgr.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:100,100,bgr.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:100,100,bgr.xlsx,admin2AltName1_bg,2,bg#adm2+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin2AltName2_bg,2,bg#adm2+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:100,100,bgr.xlsx,admin1Name_bg,1,bg#adm1+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:100,100,bgr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:100,100,bgr.xlsx,admin0Name_bg,0,bg#adm0+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:100,100,bgr.xlsx,date,,#date
1603:45:16:100,100,bgr.xlsx,validOn,,#date+valid_on
1603:45:16:100,100,bgr.xlsx,validTo,,#date+valid_to
1603:45:16:100,100,bgr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:100,100,bgr.xlsx,admin1Name_bg,1,bg#adm1+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:100,100,bgr.xlsx,admin1RefName,,
1603:45:16:100,100,bgr.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:100,100,bgr.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:100,100,bgr.xlsx,admin1AltName1_bg,1,bg#adm1+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin1AltName2_bg,1,bg#adm1+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:100,100,bgr.xlsx,admin0Name_bg,0,bg#adm0+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:100,100,bgr.xlsx,date,,#date
1603:45:16:100,100,bgr.xlsx,validOn,,#date+valid_on
1603:45:16:100,100,bgr.xlsx,validTo,,#date+valid_to
1603:45:16:100,100,bgr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:100,100,bgr.xlsx,admin0Name_bg,0,bg#adm0+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:100,100,bgr.xlsx,admin0RefName,,
1603:45:16:100,100,bgr.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:100,100,bgr.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:100,100,bgr.xlsx,admin0AltName1_bg,0,bg#adm0+name+i_bg
1603:45:16:100,100,bgr.xlsx,admin0AltName2_bg,0,bg#adm0+name+i_bg
1603:45:16:100,100,bgr.xlsx,date,,#date
1603:45:16:100,100,bgr.xlsx,validOn,,#date+valid_on
1603:45:16:100,100,bgr.xlsx,validTo,,#date+valid_to
1603:45:16:112,112,blr.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:112,112,blr.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:112,112,blr.xlsx,admin2RefName,,
1603:45:16:112,112,blr.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:112,112,blr.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:112,112,blr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:112,112,blr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:112,112,blr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:112,112,blr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:112,112,blr.xlsx,date,,#date
1603:45:16:112,112,blr.xlsx,validOn,,#date+valid_on
1603:45:16:112,112,blr.xlsx,validTo,,#date+valid_to
1603:45:16:112,112,blr.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:112,112,blr.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:112,112,blr.xlsx,admin1RefName,,
1603:45:16:112,112,blr.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:112,112,blr.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:112,112,blr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:112,112,blr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:112,112,blr.xlsx,date,,#date
1603:45:16:112,112,blr.xlsx,validOn,,#date+valid_on
1603:45:16:112,112,blr.xlsx,validTo,,#date+valid_to
1603:45:16:112,112,blr.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:112,112,blr.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:112,112,blr.xlsx,admin0RefName,,
1603:45:16:112,112,blr.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:112,112,blr.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:112,112,blr.xlsx,date,,#date
1603:45:16:112,112,blr.xlsx,validOn,,#date+valid_on
1603:45:16:112,112,blr.xlsx,validTo,,#date+valid_to
1603:45:16:60,60,bmu.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:60,60,bmu.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:60,60,bmu.xlsx,admin2RefName,,
1603:45:16:60,60,bmu.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:60,60,bmu.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:60,60,bmu.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:60,60,bmu.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:60,60,bmu.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:60,60,bmu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:60,60,bmu.xlsx,date,,#date
1603:45:16:60,60,bmu.xlsx,validOn,,#date+valid_on
1603:45:16:60,60,bmu.xlsx,validTo,,#date+valid_to
1603:45:16:60,60,bmu.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:60,60,bmu.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:60,60,bmu.xlsx,admin1RefName,,
1603:45:16:60,60,bmu.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:60,60,bmu.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:60,60,bmu.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:60,60,bmu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:60,60,bmu.xlsx,date,,#date
1603:45:16:60,60,bmu.xlsx,validOn,,#date+valid_on
1603:45:16:60,60,bmu.xlsx,validTo,,#date+valid_to
1603:45:16:60,60,bmu.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:60,60,bmu.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:60,60,bmu.xlsx,admin0RefName,,
1603:45:16:60,60,bmu.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:60,60,bmu.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:60,60,bmu.xlsx,date,,#date
1603:45:16:60,60,bmu.xlsx,validOn,,#date+valid_on
1603:45:16:60,60,bmu.xlsx,validTo,,#date+valid_to
1603:45:16:68,68,bol.xlsx,admin3Name_es,3,es#adm3+name+i_es
1603:45:16:68,68,bol.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:68,68,bol.xlsx,admin3RefName,,
1603:45:16:68,68,bol.xlsx,admin3AltName1_es,3,es#adm3+name+i_es
1603:45:16:68,68,bol.xlsx,admin3AltName2_es,3,es#adm3+name+i_es
1603:45:16:68,68,bol.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:68,68,bol.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:68,68,bol.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:68,68,bol.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:68,68,bol.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:68,68,bol.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:68,68,bol.xlsx,date,,#date
1603:45:16:68,68,bol.xlsx,validOn,,#date+valid_on
1603:45:16:68,68,bol.xlsx,validTo,,#date+valid_to
1603:45:16:68,68,bol.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:68,68,bol.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:68,68,bol.xlsx,admin2RefName,,
1603:45:16:68,68,bol.xlsx,admin2AltName1_es,2,es#adm2+name+i_es
1603:45:16:68,68,bol.xlsx,admin2AltName2_es,2,es#adm2+name+i_es
1603:45:16:68,68,bol.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:68,68,bol.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:68,68,bol.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:68,68,bol.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:68,68,bol.xlsx,date,,#date
1603:45:16:68,68,bol.xlsx,validOn,,#date+valid_on
1603:45:16:68,68,bol.xlsx,validTo,,#date+valid_to
1603:45:16:68,68,bol.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:68,68,bol.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:68,68,bol.xlsx,admin1RefName,,
1603:45:16:68,68,bol.xlsx,admin1AltName1_es,1,es#adm1+name+i_es
1603:45:16:68,68,bol.xlsx,admin1AltName2_es,1,es#adm1+name+i_es
1603:45:16:68,68,bol.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:68,68,bol.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:68,68,bol.xlsx,date,,#date
1603:45:16:68,68,bol.xlsx,validOn,,#date+valid_on
1603:45:16:68,68,bol.xlsx,validTo,,#date+valid_to
1603:45:16:68,68,bol.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:68,68,bol.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:68,68,bol.xlsx,admin0RefName,,
1603:45:16:68,68,bol.xlsx,admin0AltName1_es,0,es#adm0+name+i_es
1603:45:16:68,68,bol.xlsx,admin0AltName2_es,0,es#adm0+name+i_es
1603:45:16:68,68,bol.xlsx,date,,#date
1603:45:16:68,68,bol.xlsx,validOn,,#date+valid_on
1603:45:16:68,68,bol.xlsx,validTo,,#date+valid_to
1603:45:16:76,76,bra.xlsx,admin2Name_pt,2,pt#adm2+name+i_pt
1603:45:16:76,76,bra.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:76,76,bra.xlsx,admin2RefName,,
1603:45:16:76,76,bra.xlsx,admin2AltName1_pt,2,pt#adm2+name+i_pt
1603:45:16:76,76,bra.xlsx,admin2AltName2_pt,2,pt#adm2+name+i_pt
1603:45:16:76,76,bra.xlsx,admin1Name_pt,1,pt#adm1+name+i_pt
1603:45:16:76,76,bra.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:76,76,bra.xlsx,admin0Name_pt,0,pt#adm0+name+i_pt
1603:45:16:76,76,bra.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:76,76,bra.xlsx,date,,#date
1603:45:16:76,76,bra.xlsx,validOn,,#date+valid_on
1603:45:16:76,76,bra.xlsx,validTo,,#date+valid_to
1603:45:16:76,76,bra.xlsx,admin1Name_pt,1,pt#adm1+name+i_pt
1603:45:16:76,76,bra.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:76,76,bra.xlsx,admin1RefName,,
1603:45:16:76,76,bra.xlsx,admin1AltName1_pt,1,pt#adm1+name+i_pt
1603:45:16:76,76,bra.xlsx,admin1AltName2_pt,1,pt#adm1+name+i_pt
1603:45:16:76,76,bra.xlsx,admin0Name_pt,0,pt#adm0+name+i_pt
1603:45:16:76,76,bra.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:76,76,bra.xlsx,date,,#date
1603:45:16:76,76,bra.xlsx,validOn,,#date+valid_on
1603:45:16:76,76,bra.xlsx,validTo,,#date+valid_to
1603:45:16:76,76,bra.xlsx,admin0Name_pt,0,pt#adm0+name+i_pt
1603:45:16:76,76,bra.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:76,76,bra.xlsx,admin0RefName,,
1603:45:16:76,76,bra.xlsx,admin0AltName1_pt,0,pt#adm0+name+i_pt
1603:45:16:76,76,bra.xlsx,admin0AltName2_pt,0,pt#adm0+name+i_pt
1603:45:16:76,76,bra.xlsx,date,,#date
1603:45:16:76,76,bra.xlsx,validOn,,#date+valid_on
1603:45:16:76,76,bra.xlsx,validTo,,#date+valid_to
1603:45:16:64,64,btn.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:64,64,btn.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:64,64,btn.xlsx,admin2RefName,,
1603:45:16:64,64,btn.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:64,64,btn.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:64,64,btn.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:64,64,btn.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:64,64,btn.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:64,64,btn.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:64,64,btn.xlsx,date,,#date
1603:45:16:64,64,btn.xlsx,validOn,,#date+valid_on
1603:45:16:64,64,btn.xlsx,validTo,,#date+valid_to
1603:45:16:64,64,btn.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:64,64,btn.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:64,64,btn.xlsx,admin1RefName,,
1603:45:16:64,64,btn.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:64,64,btn.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:64,64,btn.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:64,64,btn.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:64,64,btn.xlsx,date,,#date
1603:45:16:64,64,btn.xlsx,validOn,,#date+valid_on
1603:45:16:64,64,btn.xlsx,validTo,,#date+valid_to
1603:45:16:64,64,btn.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:64,64,btn.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:64,64,btn.xlsx,admin0RefName,,
1603:45:16:64,64,btn.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:64,64,btn.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:64,64,btn.xlsx,date,,#date
1603:45:16:64,64,btn.xlsx,validOn,,#date+valid_on
1603:45:16:64,64,btn.xlsx,validTo,,#date+valid_to
1603:45:16:140,140,caf.xlsx,admin4Name_fr,4,fr#adm4+name+i_fr
1603:45:16:140,140,caf.xlsx,admin4Pcode,,#adm4+code+pcode
1603:45:16:140,140,caf.xlsx,admin4RefName,,
1603:45:16:140,140,caf.xlsx,admin4AltName1_fr,4,fr#adm4+name+i_fr
1603:45:16:140,140,caf.xlsx,admin4AltName2_fr,4,fr#adm4+name+i_fr
1603:45:16:140,140,caf.xlsx,admin3Name_fr,3,fr#adm3+name+i_fr
1603:45:16:140,140,caf.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:140,140,caf.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:140,140,caf.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:140,140,caf.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:140,140,caf.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:140,140,caf.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:140,140,caf.xlsx,date,,#date
1603:45:16:140,140,caf.xlsx,validOn,,#date+valid_on
1603:45:16:140,140,caf.xlsx,validTo,,#date+valid_to
1603:45:16:140,140,caf.xlsx,admin3Name_fr,3,fr#adm3+name+i_fr
1603:45:16:140,140,caf.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:140,140,caf.xlsx,admin3RefName,,
1603:45:16:140,140,caf.xlsx,admin3AltName1_fr,3,fr#adm3+name+i_fr
1603:45:16:140,140,caf.xlsx,admin3AltName2_fr,3,fr#adm3+name+i_fr
1603:45:16:140,140,caf.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:140,140,caf.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:140,140,caf.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:140,140,caf.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:140,140,caf.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:140,140,caf.xlsx,date,,#date
1603:45:16:140,140,caf.xlsx,validOn,,#date+valid_on
1603:45:16:140,140,caf.xlsx,validTo,,#date+valid_to
1603:45:16:140,140,caf.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:140,140,caf.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:140,140,caf.xlsx,admin2RefName,,
1603:45:16:140,140,caf.xlsx,admin2AltName1_fr,2,fr#adm2+name+i_fr
1603:45:16:140,140,caf.xlsx,admin2AltName2_fr,2,fr#adm2+name+i_fr
1603:45:16:140,140,caf.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:140,140,caf.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:140,140,caf.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:140,140,caf.xlsx,date,,#date
1603:45:16:140,140,caf.xlsx,validOn,,#date+valid_on
1603:45:16:140,140,caf.xlsx,validTo,,#date+valid_to
1603:45:16:140,140,caf.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:140,140,caf.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:140,140,caf.xlsx,admin1RefName,,
1603:45:16:140,140,caf.xlsx,admin1AltName1_fr,1,fr#adm1+name+i_fr
1603:45:16:140,140,caf.xlsx,admin1AltName2_fr,1,fr#adm1+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:140,140,caf.xlsx,date,,#date
1603:45:16:140,140,caf.xlsx,validOn,,#date+valid_on
1603:45:16:140,140,caf.xlsx,validTo,,#date+valid_to
1603:45:16:140,140,caf.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:140,140,caf.xlsx,admin0RefName,,
1603:45:16:140,140,caf.xlsx,admin0AltName1_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,admin0AltName2_fr,0,fr#adm0+name+i_fr
1603:45:16:140,140,caf.xlsx,date,,#date
1603:45:16:140,140,caf.xlsx,validOn,,#date+valid_on
1603:45:16:140,140,caf.xlsx,validTo,,#date+valid_to
1603:45:16:152,152,chl.xlsx,admin3Name_es,3,es#adm3+name+i_es
1603:45:16:152,152,chl.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:152,152,chl.xlsx,admin3RefName,,
1603:45:16:152,152,chl.xlsx,admin3AltName1_es,3,es#adm3+name+i_es
1603:45:16:152,152,chl.xlsx,admin3AltName2_es,3,es#adm3+name+i_es
1603:45:16:152,152,chl.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:152,152,chl.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:152,152,chl.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:152,152,chl.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:152,152,chl.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:152,152,chl.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:152,152,chl.xlsx,date,,#date
1603:45:16:152,152,chl.xlsx,validOn,,#date+valid_on
1603:45:16:152,152,chl.xlsx,validTo,,#date+valid_to
1603:45:16:152,152,chl.xlsx,admin2Name_es,2,es#adm2+name+i_es
1603:45:16:152,152,chl.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:152,152,chl.xlsx,admin2RefName,,
1603:45:16:152,152,chl.xlsx,admin2AltName1_es,2,es#adm2+name+i_es
1603:45:16:152,152,chl.xlsx,admin2AltName2_es,2,es#adm2+name+i_es
1603:45:16:152,152,chl.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:152,152,chl.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:152,152,chl.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:152,152,chl.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:152,152,chl.xlsx,date,,#date
1603:45:16:152,152,chl.xlsx,validOn,,#date+valid_on
1603:45:16:152,152,chl.xlsx,validTo,,#date+valid_to
1603:45:16:152,152,chl.xlsx,admin1Name_es,1,es#adm1+name+i_es
1603:45:16:152,152,chl.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:152,152,chl.xlsx,admin1RefName,,
1603:45:16:152,152,chl.xlsx,admin1AltName1_es,1,es#adm1+name+i_es
1603:45:16:152,152,chl.xlsx,admin1AltName2_es,1,es#adm1+name+i_es
1603:45:16:152,152,chl.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:152,152,chl.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:152,152,chl.xlsx,date,,#date
1603:45:16:152,152,chl.xlsx,validOn,,#date+valid_on
1603:45:16:152,152,chl.xlsx,validTo,,#date+valid_to
1603:45:16:152,152,chl.xlsx,admin0Name_es,0,es#adm0+name+i_es
1603:45:16:152,152,chl.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:152,152,chl.xlsx,admin0RefName,,
1603:45:16:152,152,chl.xlsx,admin0AltName1_es,0,es#adm0+name+i_es
1603:45:16:152,152,chl.xlsx,admin0AltName2_es,0,es#adm0+name+i_es
1603:45:16:152,152,chl.xlsx,date,,#date
1603:45:16:152,152,chl.xlsx,validOn,,#date+valid_on
1603:45:16:152,152,chl.xlsx,validTo,,#date+valid_to
1603:45:16:156,156,chn.xlsx,admin2Name_en,2,en#adm2+name+i_en
1603:45:16:156,156,chn.xlsx,admin2Name_zh,2,zh#adm2+name+i_zh
1603:45:16:156,156,chn.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:156,156,chn.xlsx,admin2RefName,,
1603:45:16:156,156,chn.xlsx,admin2AltName1_en,2,en#adm2+name+i_en
1603:45:16:156,156,chn.xlsx,admin2AltName2_en,2,en#adm2+name+i_en
1603:45:16:156,156,chn.xlsx,admin2AltName1_zh,2,zh#adm2+name+i_zh
1603:45:16:156,156,chn.xlsx,admin2AltName2_zh,2,zh#adm2+name+i_zh
1603:45:16:156,156,chn.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:156,156,chn.xlsx,admin1Name_zh,1,zh#adm1+name+i_zh
1603:45:16:156,156,chn.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:156,156,chn.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:156,156,chn.xlsx,admin0Name_zh,0,zh#adm0+name+i_zh
1603:45:16:156,156,chn.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:156,156,chn.xlsx,date,,#date
1603:45:16:156,156,chn.xlsx,validOn,,#date+valid_on
1603:45:16:156,156,chn.xlsx,validTo,,#date+valid_to
1603:45:16:156,156,chn.xlsx,admin1Name_en,1,en#adm1+name+i_en
1603:45:16:156,156,chn.xlsx,admin1Name_zh,1,zh#adm1+name+i_zh
1603:45:16:156,156,chn.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:156,156,chn.xlsx,admin1RefName,,
1603:45:16:156,156,chn.xlsx,admin1AltName1_en,1,en#adm1+name+i_en
1603:45:16:156,156,chn.xlsx,admin1AltName2_en,1,en#adm1+name+i_en
1603:45:16:156,156,chn.xlsx,admin1AltName1_zh,1,zh#adm1+name+i_zh
1603:45:16:156,156,chn.xlsx,admin1AltName2_zh,1,zh#adm1+name+i_zh
1603:45:16:156,156,chn.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:156,156,chn.xlsx,admin0Name_zh,0,zh#adm0+name+i_zh
1603:45:16:156,156,chn.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:156,156,chn.xlsx,date,,#date
1603:45:16:156,156,chn.xlsx,validOn,,#date+valid_on
1603:45:16:156,156,chn.xlsx,validTo,,#date+valid_to
1603:45:16:156,156,chn.xlsx,admin0Name_en,0,en#adm0+name+i_en
1603:45:16:156,156,chn.xlsx,admin0Name_zh,0,zh#adm0+name+i_zh
1603:45:16:156,156,chn.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:156,156,chn.xlsx,admin0RefName,,
1603:45:16:156,156,chn.xlsx,admin0AltName1_en,0,en#adm0+name+i_en
1603:45:16:156,156,chn.xlsx,admin0AltName2_en,0,en#adm0+name+i_en
1603:45:16:156,156,chn.xlsx,admin0AltName1_zh,0,zh#adm0+name+i_zh
1603:45:16:156,156,chn.xlsx,admin0AltName2_zh,0,zh#adm0+name+i_zh
1603:45:16:156,156,chn.xlsx,date,,#date
1603:45:16:156,156,chn.xlsx,validOn,,#date+valid_on
1603:45:16:156,156,chn.xlsx,validTo,,#date+valid_to
1603:45:16:384,384,civ.xlsx,admin3Name_fr,3,fr#adm3+name+i_fr
1603:45:16:384,384,civ.xlsx,admin3Pcode,,#adm3+code+pcode
1603:45:16:384,384,civ.xlsx,admin3RefName,,
1603:45:16:384,384,civ.xlsx,admin3AltName1_fr,3,fr#adm3+name+i_fr
1603:45:16:384,384,civ.xlsx,admin3AltName2_fr,3,fr#adm3+name+i_fr
1603:45:16:384,384,civ.xlsx,admin2Name_fr,2,fr#adm2+name+i_fr
1603:45:16:384,384,civ.xlsx,admin2Pcode,,#adm2+code+pcode
1603:45:16:384,384,civ.xlsx,admin1Name_fr,1,fr#adm1+name+i_fr
1603:45:16:384,384,civ.xlsx,admin1Pcode,,#adm1+code+pcode
1603:45:16:384,384,civ.xlsx,admin0Name_fr,0,fr#adm0+name+i_fr
1603:45:16:384,384,civ.xlsx,admin0Pcode,,#adm0+code+pcode
1603:45:16:384,384,civ.xlsx,date,,#date
1603:45:16:384,384,civ.xlsx,validOn,,#date+valid_on
